id,text,label
447,"СРОЧНО заказ 3152
Сергей
iPhone 14 128 - 4
PlayStation 5 - 1",order
448,"Обсуждение в чате:
— берёшь?
— да, два
— оформи нормально через заказ
— ща",not_order
449,Dependency injector wiring,not_order
450,"СРОЧНО заказ 3293
Артём
MacBook Air M2 - 2",order
451,Сколько сейчас 15 про 256?,not_order
452,"заказ 3345 пустой, клиент не дописал",not_order
453,"заказ 3242
Лена
Samsung S24 Ultra - 2
Xiaomi 14 - 2
iPad Air 11 - 2",order
454,"заказ 3033
Михаил
iPhone 14 128 - 4
доставка СДЭК",order
455,"заказ 3322
Роман
Dyson V15 - 5
доставка СДЭК",order
456,"заказ 2254
Егор
Samsung A35 128 - 8",order
457,"заказ 3358
Лuda
iPad Air 11 - 2
GoPro Hero 12 - 4
Samsung A55 - 3
наличные",order
458,"заказ 3156
Лuda
Galaxy Buds3 - 1
самовывоз завтра",order
459,"заказ 3073
Андрей
iPhone 14 128 - 5
MacBook Air M2 - 3
PlayStation 5 - 1
наличные",order
460,"заказ 2263
Руслан
Galaxy Watch 7 44mm - 2",order
461,❤️,not_order
462,Парковка рядом есть?,not_order
463,когда будет Samsung S24?,not_order
464,"заказ 3336
Алина
Samsung S24 Ultra - 3
Apple Watch S9 - 1",order
465,"менеджер, глянь Samsung S24 на складе",not_order
466,Поставщик задерживает партию на неделю,not_order
467,auto generated not order sample #104,not_order
468,"заказ 3303
Артём
GoPro Hero 12 - 4
Xiaomi 14 - 2",order
469,Business rules postprocess,not_order
470,Уточню у клиента и вернусь,not_order
471,auto generated not order sample #11,not_order
472,info топик stats redis count,not_order
473,scale worker replicas k8s future,not_order
474,Fine-tune 3 epoch,not_order
475,"СРОЧНО заказ 3069
Анна
Canon R50 - 3
MacBook Air M2 - 4
PlayStation 5 - 3",order
476,"заказ 3363
Виктор
Xiaomi 14 - 5
AirPods Pro 2 - 3
Canon R50 - 2
оплата картой",order
477,Monitoring drift,not_order
478,"заказ 3015
Павел
Apple Watch S9 - 5
оплата картой",order
479,SYN_NOT_ORDER_44: generic chat message,not_order
480,"заказ 3262
Timur
Redmi Note 13 - 4
доставка СДЭК",order
481,"заказ 3160
Юля
Canon R50 - 2
Xiaomi 14 - 2
доставка СДЭК",order
482,"заказ 3219
Мария К.
Canon R50 - 3
iPhone 14 128 - 5
доставка СДЭК",order
483,Кто обновит credentials.json,not_order
484,"заказ 3337
Ира
Xiaomi 14 - 3
iPhone 14 128 - 4
AirPods Pro 2 - 5",order
485,у конкурентов iPhone 14 дешевле,not_order
486,заказ 3343 перепутали с 3342,not_order
487,"заказ 9092
Auto Buyer
SamplePad 2 30000 - 3",order
488,"заказ 3209
Катя
iPad Air 11 - 3
Dyson V15 - 2
самовывоз завтра",order
489,"заказ 2222
Ксения
Logitech MX Master 3S - 2
Keychron K2 - 2",order
490,"заказ 3313 — менеджер, посмотри лс",not_order
491,Торг уместен?,not_order
492,"заказ 3236
Артём
Apple Watch S9 - 5
GoPro Hero 12 - 2
доставка СДЭК",order
493,"заказ 3344
Zaur
Samsung S24 Ultra - 5
iPad Air 11 - 3
самовывоз завтра",order
494,"заказ 3054
Света
iPhone 15 Pro 256 - 3
доставка СДЭК",order
495,"заказ 3173
Вика
Galaxy Buds3 - 4
доставка СДЭК",order
496,"Заказ 3216
Кирилл
AirPods Pro 2 - 1
iPhone 14 128 - 4",order
497,"Заказ 3291
Татьяна
iPad Air 11 - 5",order
498,когда будет iPhone 14?,not_order
499,Hard negatives добавить,not_order
500,256 или 512 — что есть?,not_order
501,"заказ 9046
Auto Buyer
TestPhone X1 10000 - 1",order
502,🙏,not_order
503,"Заказ 3200
Timur
iPhone 14 128 - 1",order
504,Private vs group handler,not_order
505,"заказ 9116
Synthetic User
FakeBook Pro 50000 - 1",order
506,"Заказ 3084
Виктор
Apple Watch S9 - 2
Samsung S24 Ultra - 1",order
507,SYN_NOT_ORDER_111: generic chat message,not_order
508,"Заказ 3254
Павел
MacBook Air M2 - 4",order
509,заказ 3305 ОТМЕНА!!!,not_order
510,Purview bot choise typo,not_order
511,SYN_NOT_ORDER_109: generic chat message,not_order
512,Кто-нибудь брал у них? Надёжно?,not_order
513,"Хочу MacBook, что для заказа писать?",not_order
514,Удалили 200 сообщений — ок?,not_order
515,auto generated not order sample #37,not_order
516,"заказ 2262
Прасковья
Redmi Pad SE - 3",order
517,"заказ 9042
Тест Клиент
TestPhone X1 10000 - 3",order
518,"заказ 2261
Оскар
Sonos Beam gen2 - 1",order
519,auto generated not order sample #16,not_order
520,"заказ 3307 уже в таблице, дубль",not_order
521,"заказ №3260
Борис
Redmi Note 13 - 1",order
522,Лишнее в таблицу — менеджер поправит,not_order
523,"заказ 2276
Срочно!!!
заказ 2276
Алина К.
iPhone 15 Pro 256 - 1
нужно сегодня",order
524,Makefile rebuild-app кто делал,not_order
525,Text lower strip,not_order
526,"заказ 2219
Станислав
Meta Quest 3 512 - 1",order
527,template noise message 33 without order structure,not_order
528,transfer_orders callback,not_order
529,horizon topic gorbushka market,not_order
530,"заказ 3079
Елена С.
Samsung A55 - 4
GoPro Hero 12 - 2
iPhone 14 128 - 4
наличные",order
531,SYN_NOT_ORDER_54: generic chat message,not_order
532,auto generated not order sample #57,not_order
533,"заказ 2290
Клара
Samsung A15 128 - 6",order
534,"заказ 2282
repeat client
Сергей (как в прошлый раз)
iPhone 15 Pro Natural 256 - 2",order
535,"заказ 3060
Татьяна
Canon R50 - 4
AirPods Pro 2 - 2
Galaxy Buds3 - 3",order
536,Цена привязана к курсу или фикс?,not_order
537,"СРОЧНО заказ 3196
Никита
PlayStation 5 - 5
MacBook Air M2 - 5
Dyson V15 - 4",order
538,"заказ 2234
Регина
Samsung S23 256 Green - 2",order
539,GPU не обязателен,not_order
540,"заказ 9081
Auto Buyer
TestPhone X1 10000 - 1",order
541,"заказ 9006
Synthetic User
FakeBook Pro 50000 - 3",order
542,Imbalanced не сильно,not_order
543,"заказ 3272
Роман
iPhone 14 128 - 3
оплата картой",order
544,Бронь на iPhone до вечера возможна?,not_order
545,"заказ 2207
Андрей Ф.
Xbox Series X - 1
Game Pass 12m - 1",order
546,"заказ 9084
Тест Клиент
SamplePad 2 30000 - 2",order
547,Portuage age gate,not_order
548,"заказ 9035
Gen Name
TestPhone X1 10000 - 1",order
549,"Пока не оформляйте, жду согласование от директора",not_order
550,"заказ №3038
Андрей
Dyson V15 - 2
Canon R50 - 4",order
551,"заказ 3094
Кирилл
Dyson V15 - 1
доставка СДЭК",order
552,"заказ 3127
Артём
Samsung A55 - 3
наличные",order
553,"СРОЧНО заказ 3059
Борис
Apple Watch S9 - 2
Samsung S24 Ultra - 2
Samsung A55 - 4",order
554,Пон,not_order
555,"заказ 2206
Ольга К.
iPad Air 11 M2 256 - 1
Magic Keyboard - 1",order
556,Доброе утро! Кто принимает заказы до обеда?,not_order
557,"заказ 9074
Тест Клиент
FakeBook Pro 50000 - 1",order
558,"заказ 3328
Артём
iPhone 14 128 - 3
AirPods Pro 2 - 4
Dyson V15 - 2",order
559,заказ 3334 duplicate message,not_order
560,Elevenlabs api ключ,not_order
561,"заказ 2226
Оксана
Honor Magic6 Pro - 1",order
562,"заказ 9019
Sample Person
FakeBook Pro 50000 - 2",order
563,Casino link /link url,not_order
564,"заказ 3259
Юля
Samsung S24 Ultra - 1
MacBook Air M2 - 5
iPad Air 11 - 3",order
565,👍,not_order
566,"заказ 2281
Анжela
iPhone 14 Plus 128 - 1
чехол с MagSafe - 1",order
567,Это оригинал или восстановленный?,not_order
568,"заказ 3110
Артём
iPad Air 11 - 2
самовывоз завтра",order
569,"СРОЧНО заказ 3312
Лена
AirPods Pro 2 - 2
Galaxy Buds3 - 5
Samsung S24 Ultra - 5",order
570,gspread quota exceeded,not_order
571,Договор и счёт-фактура нужны,not_order
572,Есть в наличии Dyson V15?,not_order
573,"СРОЧНО заказ 3012
Елена С.
GoPro Hero 12 - 1",order
574,Cpu train overnight,not_order
575,Gridsearch optional,not_order
576,"заказ 3082
Юля
Dyson V15 - 3
iPhone 14 128 - 2
наличные",order
577,Batch predict на backlog,not_order
578,"заказ 3100
Алина
Samsung A55 - 2
iPhone 14 128 - 1
Xiaomi 14 - 3
доставка СДЭК",order
579,Разметка 500 сообщений хватит?,not_order
580,"заказ 2214
Полина
Dyson Airwrap Complete - 1",order
581,"заказ 2298
Олег (повтор)
AirPods 3 - 4",order
582,"заказ 2191
Олег
🇷🇺 Redmi Note 13 Pro - 3",order
583,"заказ 2202
Наталья Р.
Samsung Galaxy A55 - 4",order
584,Edited message update redis,not_order
585,Redis keys scan antipattern,not_order
586,Interview questions prepared,not_order
587,predict.py cli,not_order
588,"заказ 9077
Gen Name
FakeBook Pro 50000 - 3",order
589,template noise message 106 without order structure,not_order
590,auto generated not order sample #66,not_order
591,"СРОЧНО заказ 3190
Мария К.
MacBook Air M2 - 1",order
592,Freezing bert layers?,not_order
593,"заказ 3053
Aisha
Canon R50 - 1
GoPro Hero 12 - 1
оплата картой",order
594,заказ 3328 отложен до пн,not_order
595,SYN_NOT_ORDER_65: generic chat message,not_order
596,"заказ 3157
Андрей
MacBook Air M2 - 3
iPhone 15 Pro 256 - 1
GoPro Hero 12 - 3
наличные",order
597,template noise message 84 without order structure,not_order
598,"заказ 2239
Женя
Whoop 4.0 - 1",order
599,"заказ 3246
Zaur
Galaxy Buds3 - 5
iPad Air 11 - 5
наличные",order
600,auto generated not order sample #46,not_order
601,"заказ 9004
Sample Person
SamplePad 2 30000 - 1",order
602,"заказ 2279
оплата по счёту
Николай В.
Lenovo ThinkCentre - 3",order
603,"Заказ 3044
Дмитрий
iPhone 14 128 - 4
Redmi Note 13 - 1
Samsung A55 - 5",order
604,rapidfuzz лучше?,not_order
605,клиент спрашивает про iPhone 15 Pro,not_order
606,"заказ 9045
Sample Person
FakeBook Pro 50000 - 3",order
607,"СРОЧНО заказ 3107
Татьяна
Samsung A55 - 3
AirPods Pro 2 - 3",order
608,"заказ 3289
Борис
GoPro Hero 12 - 1
Xiaomi 14 - 2
наличные",order
609,"заказ 3017
Елена С.
Samsung S24 Ultra - 2
самовывоз завтра",order
610,"Заказ 3153
Борис
Samsung S24 Ultra - 3
iPhone 14 128 - 3
Dyson V15 - 5",order
611,"заказ №3300
Лена
Samsung S24 Ultra - 3
AirPods Pro 2 - 3
Apple Watch S9 - 4",order
612,заказ 3327 ждём подтверждения,not_order
613,"заказ 2208
Ирина
JBL Charge 5 - 2
JBL Flip 6 - 1",order
614,"ЗАКАЗ??? нет, уточнение по цене",not_order
615,сравните iPhone 15 Pro с прошлой моделью,not_order
616,Не коммитьте .env,not_order
617,User bot не слушает группу,not_order
618,"заказ №3198
Борис
GoPro Hero 12 - 4
Dyson V15 - 4",order
619,SYN_NOT_ORDER_18: generic chat message,not_order
620,"заказ №3331
Виктор
iPhone 14 128 - 4",order
621,Dice + LCS + levenshtein круто но порога нет,not_order
622,Ngram 1-2,not_order
623,SYN_NOT_ORDER_100: generic chat message,not_order
624,auto generated not order sample #19,not_order
625,"заказ 3205
Света
Samsung A55 - 5
Galaxy Buds3 - 5
iPad Air 11 - 5
самовывоз завтра",order
626,Почему не переносится в google sheet?,not_order
627,"заказ 3095
Макс
Redmi Note 13 - 1",order
628,"заказ 3307
Елена С.
Dyson V15 - 4
Xiaomi 14 - 3",order
629,"заказ 3147
Иван Петров
Apple Watch S9 - 5
MacBook Air M2 - 5
оплата картой",order
630,"заказ 3071
Алина
GoPro Hero 12 - 3
iPhone 15 Pro 256 - 2
MacBook Air M2 - 4
оплата картой",order
631,сравните Samsung S24 с прошлой моделью,not_order
632,Clean architecture overkill?,not_order
633,template noise message 93 without order structure,not_order
634,"заказ 9011
Sample Person
TestPhone X1 10000 - 1",order
635,Кто сегодня на смене?,not_order
636,"заказ 2291
заказ 2291
Фarid
Google Pixel 7a - 2",order
637,"заказ 9057
Sample Person
TestPhone X1 10000 - 3",order
638,"заказ 3019
Иван Петров
Apple Watch S9 - 5
iPhone 14 128 - 3
Redmi Note 13 - 3
оплата картой",order
639,"заказ 9105
Тест Клиент
SamplePad 2 30000 - 3",order
640,auto generated not order sample #7,not_order
641,"заказ 9080
Gen Name
TestPhone X1 10000 - 1",order
642,"заказ 9095
Тест Клиент
TestPhone X1 10000 - 2",order
643,+1,not_order
644,"заказ 2238
Ульяна
Instax Mini 12 - 4",order
645,"СРОЧНО заказ 3314
Timur
Dyson V15 - 5
Samsung S24 Ultra - 2
Xiaomi 14 - 3",order
646,"заказ №3014
Aisha
Canon R50 - 4
Redmi Note 13 - 2",order
647,"заказ 3327
Алина
Galaxy Buds3 - 2
Canon R50 - 3
доставка СДЭК",order
648,Добавьте ещё позицию в тот заказ,not_order
649,"заказ №3268
Артём
GoPro Hero 12 - 1
Galaxy Buds3 - 3",order
650,"Клиент написал:
беру 15 про 256 black
Иван",not_order
651,"заказ 2236
Алёна
Fitbit Charge 6 - 2",order
652,можно фото Samsung S24?,not_order
653,auto generated not order sample #23,not_order
654,Backup redis есть?,not_order
655,"это не заявка, интересует только iPhone 15 Pro",not_order
656,"заказ 3303 не мой, ошиблись чатом",not_order
657,template noise message 98 without order structure,not_order
658,клиент спрашивает про Samsung S24,not_order
659,"заказ 2195
Павел Кузнецов
🇪🇺 iPhone 14 128 - 2
🇺🇸 iPhone 14 128 - 1",order
660,"заказ 3128
Zaur
Redmi Note 13 - 2
оплата картой",order
661,Воскресенье открыты?,not_order
662,"заказ 3151
Наталья
iPhone 15 Pro 256 - 5
Samsung S24 Ultra - 5
доставка СДЭК",order
663,"не оформляйте, просто iPhone 14 в наличии?",not_order
664,"Заказ 3185
Катя
GoPro Hero 12 - 5",order
665,"заказ 9094
Gen Name
FakeBook Pro 50000 - 1",order
666,"заказ №3047
Кирилл
Samsung S24 Ultra - 3
Redmi Note 13 - 4",order
667,заказ 3330 ошибка менеджера,not_order
668,"заказ 3115
Артём
GoPro Hero 12 - 2
оплата картой",order
669,"заказ 9113
Gen Name
FakeBook Pro 50000 - 1",order
670,Акция до пятницы ещё действует?,not_order
671,"заказ 3231
Zaur
PlayStation 5 - 1
Galaxy Buds3 - 4
Apple Watch S9 - 5
доставка СДЭК",order
672,"заказ 2294
Кристина
iPhone 15 Pro 512 Blue - 1
Apple Care - 1",order
673,Отправьте реквизиты для оплаты,not_order
674,"заказ №3287
Aisha
AirPods Pro 2 - 5",order
675,imei iPhone 14 проверите?,not_order
676,"заказ 2228
Зоя
Bose QC Ultra - 1",order
677,"заказ 3224
Михаил
AirPods Pro 2 - 2
Apple Watch S9 - 2
самовывоз завтра",order
678,"заказ 3333
Андрей
Redmi Note 13 - 4
Dyson V15 - 2",order
679,"заказ 3334
Роман
Redmi Note 13 - 1
iPhone 15 Pro 256 - 5
оплата картой",order
680,"заказ 3319 оплачен вчера, не дублировать",not_order
681,есть iPhone 15 Pro в наличии?,not_order
682,Samsung S24 оригинал или восстановленный?,not_order
683,"СРОЧНО заказ 3227
Роман
Dyson V15 - 1",order
684,"заказ 3226
Татьяна
Dyson V15 - 5
Canon R50 - 5
Galaxy Buds3 - 4
самовывоз завтра",order
685,"заказ 3020
Артём
Samsung S24 Ultra - 1
Dyson V15 - 3
самовывоз завтра",order
686,"заказ 2210
Валерия
iPhone 15 Pro Max 512 Natural - 1",order
687,"заказ 2266
Филипп
Shure MV7 - 2",order
688,Не спам — напоминание: отчёт до 18:00,not_order
689,Yookassa webhook без подписи — дырка,not_order
690,auto generated not order sample #87,not_order
691,"заказ 3325
Катя
Apple Watch S9 - 4
Dyson V15 - 3
AirPods Pro 2 - 5
оплата картой",order
692,"заказ 2197
Виктор
GoPro Hero 12 - 1
SanDisk 256 - 2",order
693,Не пишите заказы в этот топик — только в «Заказы»,not_order
694,"заказ 3163
Лuda
MacBook Air M2 - 2
Dyson V15 - 4
Canon R50 - 4
оплата картой",order
695,template noise message 61 without order structure,not_order
696,"заказ 3025
Ольга
Dyson V15 - 5
GoPro Hero 12 - 2
iPhone 14 128 - 2
самовывоз завтра",order
697,Переслал клиента менеджеру,not_order
698,Mps mac,not_order
699,auto generated not order sample #85,not_order
700,organizer test_labels hidden,not_order
701,"заказ 3001
Лuda
iPhone 15 Pro 256 - 1
самовывоз завтра",order
702,Ок,not_order
703,"заказ 3345
Артём
Xiaomi 14 - 2
Samsung A55 - 2
самовывоз завтра",order
704,SYN_NOT_ORDER_29: generic chat message,not_order
705,"заказ 3257
Анна
Samsung A55 - 1
MacBook Air M2 - 1
доставка СДЭК",order
706,SYN_NOT_ORDER_24: generic chat message,not_order
707,"заказ 2265
Тамara
Bambu Lab P1S - 1",order
708,"СРОЧНО заказ 3251
Мария К.
iPhone 15 Pro 256 - 5
iPad Air 11 - 3",order
709,"Заказ 3032
Timur
Galaxy Buds3 - 4",order
710,template noise message 60 without order structure,not_order
711,"СРОЧНО заказ 3240
Aisha
Samsung A55 - 2",order
712,"Заказ 3189
Иван Петров
Galaxy Buds3 - 2
Canon R50 - 5",order
713,"СРОЧНО заказ 3093
Катя
AirPods Pro 2 - 4
Canon R50 - 3",order
714,auto generated not order sample #48,not_order
715,"заказ 9027
Synthetic User
TestPhone X1 10000 - 2",order
716,Active learning когда,not_order
717,"заказ 2296
Мирослав
Samsung S21 FE 128 - 3",order
718,"Перенос в excel не сработал, посмотрите логи",not_order
719,"заказ 2289
заказ 2289
Тigran
iPhone 15 256 black esim - 1",order
720,Memory fsm storage,not_order
721,"заказ №3113
Роман
Apple Watch S9 - 5",order
722,"заказ 9003
Sample Person
FakeBook Pro 50000 - 2",order
723,template noise message 108 without order structure,not_order
724,"заказ 2193
Игорь П.
PlayStation 5 Slim - 1
DualSense - 2",order
725,"заказ 2297
Нина
Braun Series 9 - 1",order
726,"заказ 3161
Кирилл
MacBook Air M2 - 1
Redmi Note 13 - 4
наличные",order
727,Чек скинул в личку @manager,not_order
728,заказал на озоне уже,not_order
729,"заказ 3366
Борис
MacBook Air M2 - 4
доставка СДЭК",order
730,"заказ 9083
Sample Person
FakeBook Pro 50000 - 2",order
731,SYN_NOT_ORDER_80: generic chat message,not_order
732,"заказ 3118
Павел
GoPro Hero 12 - 1
Galaxy Buds3 - 1
Dyson V15 - 5
оплата картой",order
733,Regularization dropout,not_order
734,sentence-transformers пробовали?,not_order
735,template noise message 81 without order structure,not_order
736,"Спасибо, забрал, всё ок 👍",not_order
737,есть MacBook Air M2 в наличии?,not_order
738,"заказ 9031
Auto Buyer
SamplePad 2 30000 - 1",order
739,Reaction fire не ставится — flood wait,not_order
740,"заказ 3212
Гена
MacBook Air M2 - 5
Samsung A55 - 1
наличные",order
741,"заказ 3037
Гена
iPhone 14 128 - 5
iPhone 15 Pro 256 - 1
Redmi Note 13 - 1
самовывоз завтра",order
742,Parser gorbushka keyword filter,not_order
743,Все сообщения админу идут — баг?,not_order
744,Горит но бюджет не согласован,not_order
745,"заказ 3000
Мария К.
MacBook Air M2 - 2
Samsung A55 - 1
GoPro Hero 12 - 5
самовывоз завтра",order
746,"заказ 3035
Алина
AirPods Pro 2 - 2
Galaxy Buds3 - 2
iPhone 14 128 - 2",order
747,сколько сейчас iPhone 15 Pro?,not_order
748,SYN_NOT_ORDER_71: generic chat message,not_order
749,"заказ 9109
Gen Name
FakeBook Pro 50000 - 2",order
750,"заказ 3351
Елена С.
Samsung S24 Ultra - 4
PlayStation 5 - 4
наличные",order
751,SYN_NOT_ORDER_6: generic chat message,not_order
752,Redmi Note 13 норм или лучше доплатить?,not_order
753,"заказ №3340
Татьяна
GoPro Hero 12 - 4
Redmi Note 13 - 5
iPad Air 11 - 3",order
754,template noise message 99 without order structure,not_order
755,"заказ 2229
Григорий
MSI Claw - 1",order
756,"заказ 3323 — это обсуждение, не заявка",not_order
757,"Заказ 3122
Наталья
MacBook Air M2 - 1
iPhone 14 128 - 5
Samsung A55 - 4",order
758,"заказ 3312 не оформлен, жду цену",not_order
759,Такое в таблицу не попадает?,not_order
760,SYN_NOT_ORDER_90: generic chat message,not_order
761,"Заказ 3248
Кирилл
Redmi Note 13 - 4",order
762,"заказ 3342
Кирилл
Samsung A55 - 3
Dyson V15 - 3",order
763,заказ 3316 — где он в excel?,not_order
764,"заказ №3045
Алексей
iPhone 14 128 - 5
iPad Air 11 - 5
Redmi Note 13 - 5",order
765,"заказ 3223
Ира
AirPods Pro 2 - 2
Samsung A55 - 1
Canon R50 - 5
доставка СДЭК",order
766,"Я уже оформил на сайте, в чат дублировать не буду",not_order
767,SYN_NOT_ORDER_32: generic chat message,not_order
768,Сайт лежит?,not_order
769,Кто может подменить на час на точке?,not_order
770,"заказ 3187
Света
Samsung S24 Ultra - 5",order
771,сравните iPhone 14 с прошлой моделью,not_order
772,"заказ №3062
Zaur
MacBook Air M2 - 2
GoPro Hero 12 - 2",order
773,можно фото iPhone 15 Pro?,not_order
774,"заказ 9104
Gen Name
FakeBook Pro 50000 - 2",order
775,"СРОЧНО заказ 3310
Артём
iPad Air 11 - 5",order
776,"заказ 3018
Дмитрий
iPad Air 11 - 4
Xiaomi 14 - 5
доставка СДЭК",order
777,SYN_NOT_ORDER_89: generic chat message,not_order
778,"заказ 9115
Synthetic User
FakeBook Pro 50000 - 1",order
779,До связи,not_order
780,"заказ 9097
Тест Клиент
TestPhone X1 10000 - 1",order
781,"СРОЧНО заказ 3103
Zaur
Samsung S24 Ultra - 5
iPad Air 11 - 3
Canon R50 - 5",order
782,Inference 50ms ok,not_order
783,SYN_NOT_ORDER_77: generic chat message,not_order
784,заказ 3351 pending approval,not_order
785,"заказ 3332 — перенесите вручную, auto fail",not_order
786,"заказ 2255
Злата
MacBook Pro 16 M3 Max - 1",order
787,Промокод не работает на сайте,not_order
788,заказ 3357 archived,not_order
789,"заказ 3092
Татьяна
MacBook Air M2 - 4
наличные",order
790,"заказ №3142
Андрей
PlayStation 5 - 5
iPhone 15 Pro 256 - 4",order
791,Можно подъехать посмотреть телефон?,not_order
792,template noise message 95 without order structure,not_order
793,AdapterTask sim nao same callback bug,not_order
794,У кого контакт поставщика Samsung?,not_order
795,auto generated not order sample #12,not_order
796,"заказ 9089
Тест Клиент
SamplePad 2 30000 - 2",order
797,ждём iPhone 15 Pro на этой неделе?,not_order
798,"заказ 2201
Артём
Nintendo Switch OLED - 2
Mario Kart - 2",order
799,"заказ 3171
Timur
Apple Watch S9 - 3
GoPro Hero 12 - 1
оплата картой",order
800,Прайс скиньте excel,not_order
